State,Year,Quarter,District,Registered_users
Telangana,2020,4,nizamabad,449731
Telangana,2020,4,karimnagar,428019
Telangana,2020,4,bhadradri kothagudem,328326
Telangana,2021,1,hyderabad,3379663
Telangana,2021,1,rangareddy,2906635
Telangana,2021,1,medchal malkajgiri,2450573
Telangana,2021,1,sangareddy,767476
Telangana,2021,1,warangal urban,620947
Telangana,2021,1,nalgonda,517727
Telangana,2021,1,khammam,497818
Telangana,2021,1,nizamabad,485751
Telangana,2021,1,karimnagar,459407
Telangana,2021,1,bhadradri kothagudem,354847
Telangana,2021,2,hyderabad,3598337
Telangana,2021,2,rangareddy,3097973
Telangana,2021,2,medchal malkajgiri,2611159
Telangana,2021,2,sangareddy,820387
Telangana,2021,2,warangal urban,661592
Telangana,2021,2,nalgonda,555043
Telangana,2021,2,khammam,532589
Telangana,2021,2,nizamabad,518801
Telangana,2021,2,karimnagar,490218
Telangana,2021,2,bhadradri kothagudem,380059
Telangana,2021,3,hyderabad,3839513
Telangana,2021,3,rangareddy,3310906
Telangana,2021,3,medchal malkajgiri,2790387
Telangana,2021,3,sangareddy,880907
Telangana,2021,3,warangal urban,707591
Telangana,2021,3,nalgonda,598288
Telangana,2021,3,khammam,572647
Telangana,2021,3,nizamabad,556044
Telangana,2021,3,karimnagar,524929
Telangana,2021,3,bhadradri kothagudem,409224
Telangana,2021,4,hyderabad,4081185
Telangana,2021,4,rangareddy,3523496
Telangana,2021,4,medchal malkajgiri,2969740
Telangana,2021,4,sangareddy,940845
Telangana,2021,4,warangal urban,753613
Telangana,2021,4,nalgonda,641044
Telangana,2021,4,khammam,612314
Telangana,2021,4,nizamabad,593223
Telangana,2021,4,karimnagar,559456
Telangana,2021,4,bhadradri kothagudem,438017
Telangana,2022,1,hyderabad,4306136
Telangana,2022,1,rangareddy,3722676
Telangana,2022,1,medchal malkajgiri,3138387
Telangana,2022,1,sangareddy,997988
Telangana,2022,1,warangal urban,797162
Telangana,2022,1,nalgonda,681754
Telangana,2022,1,khammam,650223
Telangana,2022,1,nizamabad,628661
Telangana,2022,1,karimnagar,592752
Telangana,2022,1,bhadradri kothagudem,465349
Telangana,2022,2,hyderabad,4519625
Telangana,2022,2,rangareddy,3911372
Telangana,2022,2,medchal malkajgiri,3297882
Telangana,2022,2,sangareddy,1051378
Telangana,2022,2,warangal urban,838533
Telangana,2022,2,nalgonda,719911
Telangana,2022,2,khammam,685755
Telangana,2022,2,nizamabad,662427
Telangana,2022,2,karimnagar,624054
Telangana,2022,2,bhadradri kothagudem,491003
Telangana,2022,3,hyderabad,4739891
Telangana,2022,3,rangareddy,4105107
Telangana,2022,3,medchal malkajgiri,3463208
Telangana,2022,3,sangareddy,1106571
Telangana,2022,3,warangal urban,881363
Telangana,2022,3,nalgonda,758377
Telangana,2022,3,khammam,721877
Telangana,2022,3,nizamabad,697031
Telangana,2022,3,karimnagar,656534
Telangana,2022,3,bhadradri kothagudem,517431
Telangana,2022,4,hyderabad,4962214
Telangana,2022,4,rangareddy,4296707
Telangana,2022,4,medchal malkajgiri,3628619
Telangana,2022,4,sangareddy,1159594
Telangana,2022,4,warangal urban,923715
Telangana,2022,4,nalgonda,793688
Telangana,2022,4,khammam,755705
Telangana,2022,4,nizamabad,729287
Telangana,2022,4,karimnagar,687385
Telangana,2022,4,bhadradri kothagudem,542203
Telangana,2023,1,hyderabad,5176899
Telangana,2023,1,rangareddy,4483193
Telangana,2023,1,medchal malkajgiri,3787461
Telangana,2023,1,sangareddy,1212607
Telangana,2023,1,warangal urban,964802
Telangana,2023,1,nalgonda,830827
Telangana,2023,1,khammam,790500
Telangana,2023,1,nizamabad,761985
Telangana,2023,1,karimnagar,718193
Telangana,2023,1,bhadradri kothagudem,567571
Telangana,2023,2,hyderabad,5349842
Telangana,2023,2,rangareddy,4638501
Telangana,2023,2,medchal malkajgiri,3918732
Telangana,2023,2,sangareddy,1259927
Telangana,2023,2,warangal urban,1000275
Telangana,2023,2,nalgonda,866073
Telangana,2023,2,khammam,822976
Telangana,2023,2,nizamabad,792269
Telangana,2023,2,karimnagar,745882
Telangana,2023,2,bhadradri kothagudem,591314
Telangana,2023,3,hyderabad,5543537
Telangana,2023,3,rangareddy,4809474
Telangana,2023,3,medchal malkajgiri,4064256
Telangana,2023,3,sangareddy,1310211
Telangana,2023,3,warangal urban,1039220
Telangana,2023,3,nalgonda,902281
Telangana,2023,3,khammam,857112
Telangana,2023,3,nizamabad,823846
Telangana,2023,3,karimnagar,775594
Telangana,2023,3,bhadradri kothagudem,616038
Telangana,2023,4,hyderabad,5720710
Telangana,2023,4,rangareddy,4964411
Telangana,2023,4,medchal malkajgiri,4195726
Telangana,2023,4,sangareddy,1356536
Telangana,2023,4,warangal urban,1075692
Telangana,2023,4,nalgonda,936167
Telangana,2023,4,khammam,888902
Telangana,2023,4,nizamabad,854338
Telangana,2023,4,karimnagar,803398
Telangana,2023,4,bhadradri kothagudem,638916
Telangana,2024,1,hyderabad,5928930
Telangana,2024,1,rangareddy,5149421
Telangana,2024,1,medchal malkajgiri,4352811
Telangana,2024,1,sangareddy,1411306
Telangana,2024,1,warangal urban,1117693
Telangana,2024,1,nalgonda,975830
Telangana,2024,1,khammam,925918
Telangana,2024,1,nizamabad,889165
Telangana,2024,1,karimnagar,835681
Telangana,2024,1,bhadradri kothagudem,666127
Telangana,2024,2,hyderabad,6138190
Telangana,2024,2,rangareddy,5331711
Telangana,2024,2,medchal malkajgiri,4507995
Telangana,2024,2,sangareddy,1463908
Telangana,2024,2,warangal urban,1159405
Telangana,2024,2,nalgonda,1013537
Telangana,2024,2,khammam,961211
Telangana,2024,2,nizamabad,923061
Telangana,2024,2,karimnagar,867377
Telangana,2024,2,bhadradri kothagudem,691518
Tripura,2018,1,west tripura,27242
Tripura,2018,1,south tripura,5361
Tripura,2018,1,sepahijala,4664
Tripura,2018,1,gomati,4509
Tripura,2018,1,north tripura,4432
Tripura,2018,1,dhalai,3448
Tripura,2018,1,khowai,3017
Tripura,2018,1,unakoti,2484
Tripura,2018,2,west tripura,40345
Tripura,2018,2,south tripura,8068
Tripura,2018,2,sepahijala,7217
Tripura,2018,2,gomati,6973
Tripura,2018,2,north tripura,6702
Tripura,2018,2,dhalai,5549
Tripura,2018,2,khowai,4674
Tripura,2018,2,unakoti,3841
Tripura,2018,3,west tripura,53531
Tripura,2018,3,south tripura,12286
Tripura,2018,3,sepahijala,10803
Tripura,2018,3,gomati,10168
Tripura,2018,3,north tripura,9771
Tripura,2018,3,dhalai,8039
Tripura,2018,3,khowai,6816
Tripura,2018,3,unakoti,5460
Tripura,2018,4,west tripura,67549
Tripura,2018,4,south tripura,16426
Tripura,2018,4,sepahijala,14973
Tripura,2018,4,gomati,13542
Tripura,2018,4,north tripura,13150
Tripura,2018,4,dhalai,10877
Tripura,2018,4,khowai,9488
Tripura,2018,4,unakoti,7260
Tripura,2019,1,west tripura,79732
Tripura,2019,1,south tripura,19784
Tripura,2019,1,sepahijala,18086
Tripura,2019,1,gomati,16370
Tripura,2019,1,north tripura,15986
Tripura,2019,1,dhalai,13219
Tripura,2019,1,khowai,11327
Tripura,2019,1,unakoti,8750
Tripura,2019,2,west tripura,93241
Tripura,2019,2,south tripura,23743
Tripura,2019,2,sepahijala,21673
Tripura,2019,2,north tripura,19505
Tripura,2019,2,gomati,19437
Tripura,2019,2,dhalai,15893
Tripura,2019,2,khowai,13523
Tripura,2019,2,unakoti,10629
Tripura,2019,3,west tripura,104949
Tripura,2019,3,south tripura,26573
Tripura,2019,3,sepahijala,24332
Tripura,2019,3,north tripura,22522
Tripura,2019,3,gomati,21722
Tripura,2019,3,dhalai,18140
Tripura,2019,3,khowai,15092
Tripura,2019,3,unakoti,12126
Tripura,2019,4,west tripura,114108
Tripura,2019,4,south tripura,29753
Tripura,2019,4,sepahijala,27322
Tripura,2019,4,north tripura,25703
Tripura,2019,4,gomati,24160
Tripura,2019,4,dhalai,20609
Tripura,2019,4,khowai,16819
Tripura,2019,4,unakoti,13824
Tripura,2020,1,west tripura,124538
Tripura,2020,1,south tripura,32716
Tripura,2020,1,sepahijala,30379
Tripura,2020,1,north tripura,28648
Tripura,2020,1,gomati,26688
Tripura,2020,1,dhalai,22808
Tripura,2020,1,khowai,18592
Tripura,2020,1,unakoti,15593
Tripura,2020,2,west tripura,137156
Tripura,2020,2,south tripura,36522
Tripura,2020,2,sepahijala,35017
Tripura,2020,2,north tripura,32851
Tripura,2020,2,gomati,30323
Tripura,2020,2,dhalai,26043
Tripura,2020,2,khowai,20922
Tripura,2020,2,unakoti,17832
Tripura,2020,3,west tripura,151432
Tripura,2020,3,south tripura,40797
Tripura,2020,3,sepahijala,39970
Tripura,2020,3,north tripura,37284
Tripura,2020,3,gomati,34073
Tripura,2020,3,dhalai,29515
Tripura,2020,3,khowai,23565
Tripura,2020,3,unakoti,20095
Tripura,2020,4,west tripura,163752
Tripura,2020,4,south tripura,43899
Tripura,2020,4,sepahijala,43722
Tripura,2020,4,north tripura,40886
Tripura,2020,4,gomati,37129
Tripura,2020,4,dhalai,32210
Tripura,2020,4,khowai,25507
Tripura,2020,4,unakoti,22005
Tripura,2021,1,west tripura,175841
Tripura,2021,1,south tripura,47052
Tripura,2021,1,sepahijala,46925
Tripura,2021,1,north tripura,44051
Tripura,2021,1,gomati,39920
Tripura,2021,1,dhalai,34747
Tripura,2021,1,khowai,27361
Tripura,2021,1,unakoti,23739
Tripura,2021,2,west tripura,188123
Tripura,2021,2,sepahijala,50606
Tripura,2021,2,south tripura,50556
Tripura,2021,2,north tripura,47392
Tripura,2021,2,gomati,42972
Tripura,2021,2,dhalai,37460
Tripura,2021,2,khowai,29432
Tripura,2021,2,unakoti,25612
Tripura,2021,3,west tripura,202122
Tripura,2021,3,sepahijala,54797
Tripura,2021,3,south tripura,54747
Tripura,2021,3,north tripura,51321
Tripura,2021,3,gomati,46535
Tripura,2021,3,dhalai,40679
Tripura,2021,3,khowai,31900
Tripura,2021,3,unakoti,27828
Tripura,2021,4,west tripura,215860
Tripura,2021,4,sepahijala,58818
Tripura,2021,4,south tripura,58777
Tripura,2021,4,north tripura,55009
Tripura,2021,4,gomati,49981
Tripura,2021,4,dhalai,43705
Tripura,2021,4,khowai,34253
Tripura,2021,4,unakoti,29889
Tripura,2022,1,west tripura,229161
Tripura,2022,1,sepahijala,62906
Tripura,2022,1,south tripura,62764
Tripura,2022,1,north tripura,58694
Tripura,2022,1,gomati,53356
Tripura,2022,1,dhalai,46680
Tripura,2022,1,khowai,36592
Tripura,2022,1,unakoti,31971
Tripura,2022,2,west tripura,242041
Tripura,2022,2,sepahijala,66602
Tripura,2022,2,south tripura,66478
Tripura,2022,2,north tripura,62140
Tripura,2022,2,gomati,56510
Tripura,2022,2,dhalai,49424
Tripura,2022,2,khowai,38683
Tripura,2022,2,unakoti,33904
Tripura,2022,3,west tripura,255161
Tripura,2022,3,sepahijala,70255
Tripura,2022,3,south tripura,70107
Tripura,2022,3,north tripura,65452
Tripura,2022,3,gomati,59506
Tripura,2022,3,dhalai,52074
Tripura,2022,3,khowai,40758
Tripura,2022,3,unakoti,35830
Tripura,2022,4,west tripura,267713
Tripura,2022,4,sepahijala,73240
Tripura,2022,4,south tripura,73117
Tripura,2022,4,north tripura,68352
Tripura,2022,4,gomati,62115
Tripura,2022,4,dhalai,54280
Tripura,2022,4,khowai,42490
Tripura,2022,4,unakoti,37434
Tripura,2023,1,west tripura,280021
Tripura,2023,1,sepahijala,76900
Tripura,2023,1,south tripura,76631
Tripura,2023,1,north tripura,71616
Tripura,2023,1,gomati,65137
Tripura,2023,1,dhalai,56918
Tripura,2023,1,khowai,44453
Tripura,2023,1,unakoti,39208
Tripura,2023,2,west tripura,291531
Tripura,2023,2,sepahijala,80758
Tripura,2023,2,south tripura,80248
Tripura,2023,2,north tripura,74840
Tripura,2023,2,gomati,68250
Tripura,2023,2,dhalai,59728
Tripura,2023,2,khowai,46636
Tripura,2023,2,unakoti,41033
Tripura,2023,3,west tripura,303494
Tripura,2023,3,sepahijala,84329
Tripura,2023,3,south tripura,83713
Tripura,2023,3,north tripura,78079
Tripura,2023,3,gomati,71255
Tripura,2023,3,dhalai,62353
Tripura,2023,3,khowai,48652
Tripura,2023,3,unakoti,42803
Tripura,2023,4,west tripura,315337
Tripura,2023,4,sepahijala,87910
Tripura,2023,4,south tripura,87397
Tripura,2023,4,north tripura,81280
Tripura,2023,4,gomati,74242
Tripura,2023,4,dhalai,64896
Tripura,2023,4,khowai,50673
Tripura,2023,4,unakoti,44609
Tripura,2024,1,west tripura,328332
Tripura,2024,1,sepahijala,92008
Tripura,2024,1,south tripura,91509
Tripura,2024,1,north tripura,84974
Tripura,2024,1,gomati,77781
Tripura,2024,1,dhalai,67846
Tripura,2024,1,khowai,53079
Tripura,2024,1,unakoti,46606
Tripura,2024,2,west tripura,341477
Tripura,2024,2,sepahijala,95889
Tripura,2024,2,south tripura,95400
Tripura,2024,2,north tripura,88558
Tripura,2024,2,gomati,81049
Tripura,2024,2,dhalai,70600
Tripura,2024,2,khowai,55217
Tripura,2024,2,unakoti,48534
Uttar Pradesh,2018,1,gautam buddha nagar,448768
Uttar Pradesh,2018,1,lucknow,380070
Uttar Pradesh,2018,1,ghaziabad,329683
Uttar Pradesh,2018,1,prayagraj,220198
Uttar Pradesh,2018,1,kanpur nagar,208389
Uttar Pradesh,2018,1,varanasi,206788
Uttar Pradesh,2018,1,agra,148387
Uttar Pradesh,2018,1,gorakhpur,132769
Uttar Pradesh,2018,1,meerut,123619
Uttar Pradesh,2018,1,bareilly,112369
Uttar Pradesh,2018,2,gautam buddha nagar,586350
Uttar Pradesh,2018,2,lucknow,506261
Uttar Pradesh,2018,2,ghaziabad,434115
Uttar Pradesh,2018,2,prayagraj,297113
Uttar Pradesh,2018,2,varanasi,288325
Uttar Pradesh,2018,2,kanpur nagar,285101
Uttar Pradesh,2018,2,agra,205298
Uttar Pradesh,2018,2,gorakhpur,181126
Uttar Pradesh,2018,2,meerut,167212
Uttar Pradesh,2018,2,bareilly,152939
Uttar Pradesh,2018,3,gautam buddha nagar,727480
Uttar Pradesh,2018,3,lucknow,620328
Uttar Pradesh,2018,3,ghaziabad,538532
Uttar Pradesh,2018,3,prayagraj,363743
Uttar Pradesh,2018,3,varanasi,352604
Uttar Pradesh,2018,3,kanpur nagar,349250
Uttar Pradesh,2018,3,agra,257453
Uttar Pradesh,2018,3,gorakhpur,224409
Uttar Pradesh,2018,3,meerut,205977
Uttar Pradesh,2018,3,bareilly,187467
Uttar Pradesh,2018,4,gautam buddha nagar,951342
Uttar Pradesh,2018,4,lucknow,765152
Uttar Pradesh,2018,4,ghaziabad,713372
Uttar Pradesh,2018,4,prayagraj,451019
Uttar Pradesh,2018,4,varanasi,447144
Uttar Pradesh,2018,4,kanpur nagar,434315
Uttar Pradesh,2018,4,agra,322749
Uttar Pradesh,2018,4,gorakhpur,279761
Uttar Pradesh,2018,4,meerut,258843
Uttar Pradesh,2018,4,bareilly,233073
Uttar Pradesh,2019,1,gautam buddha nagar,1143614
Uttar Pradesh,2019,1,lucknow,896208
Uttar Pradesh,2019,1,ghaziabad,859583
Uttar Pradesh,2019,1,prayagraj,532230
Uttar Pradesh,2019,1,varanasi,524667
Uttar Pradesh,2019,1,kanpur nagar,511583
Uttar Pradesh,2019,1,agra,392222
Uttar Pradesh,2019,1,gorakhpur,336196
Uttar Pradesh,2019,1,meerut,311930
Uttar Pradesh,2019,1,bareilly,279714
Uttar Pradesh,2019,2,gautam buddha nagar,1282816
Uttar Pradesh,2019,2,lucknow,1011470
Uttar Pradesh,2019,2,ghaziabad,975605
Uttar Pradesh,2019,2,prayagraj,602739
Uttar Pradesh,2019,2,kanpur nagar,585796
Uttar Pradesh,2019,2,varanasi,583444
Uttar Pradesh,2019,2,agra,461224
Uttar Pradesh,2019,2,gorakhpur,387961
Uttar Pradesh,2019,2,meerut,361091
Uttar Pradesh,2019,2,bareilly,318597
Uttar Pradesh,2019,3,gautam buddha nagar,1415905
Uttar Pradesh,2019,3,lucknow,1124832
Uttar Pradesh,2019,3,ghaziabad,1088568
Uttar Pradesh,2019,3,prayagraj,667277
Uttar Pradesh,2019,3,kanpur nagar,655175
Uttar Pradesh,2019,3,varanasi,639586
Uttar Pradesh,2019,3,agra,530228
Uttar Pradesh,2019,3,gorakhpur,434172
Uttar Pradesh,2019,3,meerut,408972
Uttar Pradesh,2019,3,bareilly,356146
Uttar Pradesh,2019,4,gautam buddha nagar,1537791
Uttar Pradesh,2019,4,lucknow,1221681
Uttar Pradesh,2019,4,ghaziabad,1189357
Uttar Pradesh,2019,4,prayagraj,738307
Uttar Pradesh,2019,4,kanpur nagar,718251
Uttar Pradesh,2019,4,varanasi,706509
Uttar Pradesh,2019,4,agra,593453
Uttar Pradesh,2019,4,gorakhpur,483523
Uttar Pradesh,2019,4,meerut,455353
Uttar Pradesh,2019,4,bareilly,398897
Uttar Pradesh,2020,1,gautam buddha nagar,1656331
Uttar Pradesh,2020,1,lucknow,1329098
Uttar Pradesh,2020,1,ghaziabad,1296464
Uttar Pradesh,2020,1,prayagraj,816436
Uttar Pradesh,2020,1,kanpur nagar,788847
Uttar Pradesh,2020,1,varanasi,777234
Uttar Pradesh,2020,1,agra,668251
Uttar Pradesh,2020,1,gorakhpur,539316
Uttar Pradesh,2020,1,meerut,509693
Uttar Pradesh,2020,1,bareilly,452872
Uttar Pradesh,2020,2,gautam buddha nagar,1756163
Uttar Pradesh,2020,2,lucknow,1434386
Uttar Pradesh,2020,2,ghaziabad,1399514
Uttar Pradesh,2020,2,prayagraj,892787
Uttar Pradesh,2020,2,kanpur nagar,864991
Uttar Pradesh,2020,2,varanasi,851213
Uttar Pradesh,2020,2,agra,746336
Uttar Pradesh,2020,2,gorakhpur,600961
Uttar Pradesh,2020,2,meerut,566838
Uttar Pradesh,2020,2,bareilly,507342
Uttar Pradesh,2020,3,gautam buddha nagar,1885370
Uttar Pradesh,2020,3,lucknow,1551932
Uttar Pradesh,2020,3,ghaziabad,1518450
Uttar Pradesh,2020,3,prayagraj,974228
Uttar Pradesh,2020,3,kanpur nagar,941379
Uttar Pradesh,2020,3,varanasi,927313
Uttar Pradesh,2020,3,agra,822893
Uttar Pradesh,2020,3,gorakhpur,661272
Uttar Pradesh,2020,3,meerut,624570
Uttar Pradesh,2020,3,bareilly,558821
Uttar Pradesh,2020,4,gautam buddha nagar,2030178
Uttar Pradesh,2020,4,lucknow,1684510
Uttar Pradesh,2020,4,ghaziabad,1647330
Uttar Pradesh,2020,4,prayagraj,1059982
Uttar Pradesh,2020,4,kanpur nagar,1022768
Uttar Pradesh,2020,4,varanasi,1003989
Uttar Pradesh,2020,4,agra,900497
Uttar Pradesh,2020,4,gorakhpur,722618
Uttar Pradesh,2020,4,meerut,686266
Uttar Pradesh,2020,4,bareilly,611236
Uttar Pradesh,2021,1,gautam buddha nagar,2181874
Uttar Pradesh,2021,1,lucknow,1813076
Uttar Pradesh,2021,1,ghaziabad,1773332
Uttar Pradesh,2021,1,prayagraj,1143612
Uttar Pradesh,2021,1,kanpur nagar,1100587
Uttar Pradesh,2021,1,varanasi,1079309
Uttar Pradesh,2021,1,agra,974389
Uttar Pradesh,2021,1,gorakhpur,780306
Uttar Pradesh,2021,1,meerut,741901
Uttar Pradesh,2021,1,bareilly,662143
Uttar Pradesh,2021,2,gautam buddha nagar,2329954
Uttar Pradesh,2021,2,lucknow,1937173
Uttar Pradesh,2021,2,ghaziabad,1895314
Uttar Pradesh,2021,2,prayagraj,1225800
Uttar Pradesh,2021,2,kanpur nagar,1176708
Uttar Pradesh,2021,2,varanasi,1154661
Uttar Pradesh,2021,2,agra,1044788
Uttar Pradesh,2021,2,gorakhpur,835887
Uttar Pradesh,2021,2,meerut,794314
Uttar Pradesh,2021,2,bareilly,710778
Uttar Pradesh,2021,3,gautam buddha nagar,2496114
Uttar Pradesh,2021,3,lucknow,2076033
Uttar Pradesh,2021,3,ghaziabad,2031752
Uttar Pradesh,2021,3,prayagraj,1320432
Uttar Pradesh,2021,3,kanpur nagar,1263050
Uttar Pradesh,2021,3,varanasi,1239725
Uttar Pradesh,2021,3,agra,1124720
Uttar Pradesh,2021,3,gorakhpur,900171
Uttar Pradesh,2021,3,meerut,853246
Uttar Pradesh,2021,3,bareilly,766809
Uttar Pradesh,2021,4,gautam buddha nagar,2664034
Uttar Pradesh,2021,4,lucknow,2215886
Uttar Pradesh,2021,4,ghaziabad,2169109
Uttar Pradesh,2021,4,prayagraj,1414447
Uttar Pradesh,2021,4,kanpur nagar,1349794
Uttar Pradesh,2021,4,varanasi,1325315
Uttar Pradesh,2021,4,agra,1204274
Uttar Pradesh,2021,4,gorakhpur,964667
Uttar Pradesh,2021,4,meerut,911852
Uttar Pradesh,2021,4,bareilly,821986
Uttar Pradesh,2022,1,gautam buddha nagar,2822463
Uttar Pradesh,2022,1,lucknow,2348173
Uttar Pradesh,2022,1,ghaziabad,2298103
Uttar Pradesh,2022,1,prayagraj,1504572
Uttar Pradesh,2022,1,kanpur nagar,1431918
Uttar Pradesh,2022,1,varanasi,1406056
Uttar Pradesh,2022,1,agra,1279852
Uttar Pradesh,2022,1,gorakhpur,1027283
Uttar Pradesh,2022,1,meerut,967325
Uttar Pradesh,2022,1,bareilly,875033
Uttar Pradesh,2022,2,gautam buddha nagar,2973360
Uttar Pradesh,2022,2,lucknow,2474317
Uttar Pradesh,2022,2,ghaziabad,2421605
Uttar Pradesh,2022,2,prayagraj,1590032
Uttar Pradesh,2022,2,kanpur nagar,1510491
Uttar Pradesh,2022,2,varanasi,1483315
Uttar Pradesh,2022,2,agra,1351856
Uttar Pradesh,2022,2,gorakhpur,1086399
Uttar Pradesh,2022,2,meerut,1020429
Uttar Pradesh,2022,2,bareilly,925536
Uttar Pradesh,2022,3,gautam buddha nagar,3130224
Uttar Pradesh,2022,3,lucknow,2604663
Uttar Pradesh,2022,3,ghaziabad,2549377
Uttar Pradesh,2022,3,prayagraj,1678668
Uttar Pradesh,2022,3,kanpur nagar,1592126
Uttar Pradesh,2022,3,varanasi,1563730
Uttar Pradesh,2022,3,agra,1426154
Uttar Pradesh,2022,3,gorakhpur,1148103
Uttar Pradesh,2022,3,meerut,1075255
Uttar Pradesh,2022,3,bareilly,977218
Uttar Pradesh,2022,4,gautam buddha nagar,3286371
Uttar Pradesh,2022,4,lucknow,2734333
Uttar Pradesh,2022,4,ghaziabad,2676888
Uttar Pradesh,2022,4,prayagraj,1763014
Uttar Pradesh,2022,4,kanpur nagar,1673173
Uttar Pradesh,2022,4,varanasi,1641943
Uttar Pradesh,2022,4,agra,1497144
Uttar Pradesh,2022,4,gorakhpur,1205580
Uttar Pradesh,2022,4,meerut,1127324
Uttar Pradesh,2022,4,bareilly,1025341
Uttar Pradesh,2023,1,gautam buddha nagar,3434422
Uttar Pradesh,2023,1,lucknow,2858255
Uttar Pradesh,2023,1,ghaziabad,2798185
Uttar Pradesh,2023,1,prayagraj,1847496
Uttar Pradesh,2023,1,kanpur nagar,1751281
Uttar Pradesh,2023,1,varanasi,1718122
Uttar Pradesh,2023,1,agra,1567104
Uttar Pradesh,2023,1,gorakhpur,1263672
Uttar Pradesh,2023,1,meerut,1178230
Uttar Pradesh,2023,1,bareilly,1073906
Uttar Pradesh,2023,2,gautam buddha nagar,3562632
Uttar Pradesh,2023,2,lucknow,2965623
Uttar Pradesh,2023,2,ghaziabad,2904454
Uttar Pradesh,2023,2,prayagraj,1923415
Uttar Pradesh,2023,2,kanpur nagar,1819802
Uttar Pradesh,2023,2,varanasi,1786176
Uttar Pradesh,2023,2,agra,1630258
Uttar Pradesh,2023,2,gorakhpur,1315842
Uttar Pradesh,2023,2,meerut,1224499
Uttar Pradesh,2023,2,bareilly,1119305
Uttar Pradesh,2023,3,gautam buddha nagar,3694806
Uttar Pradesh,2023,3,lucknow,3079592
Uttar Pradesh,2023,3,ghaziabad,3015494
Uttar Pradesh,2023,3,prayagraj,2002831
Uttar Pradesh,2023,3,kanpur nagar,1892032
Uttar Pradesh,2023,3,varanasi,1857307
Uttar Pradesh,2023,3,agra,1696452
Uttar Pradesh,2023,3,gorakhpur,1370080
Uttar Pradesh,2023,3,meerut,1272850
Uttar Pradesh,2023,3,bareilly,1164885
Uttar Pradesh,2023,4,gautam buddha nagar,3820774
Uttar Pradesh,2023,4,lucknow,3186571
Uttar Pradesh,2023,4,ghaziabad,3120359
Uttar Pradesh,2023,4,prayagraj,2077118
Uttar Pradesh,2023,4,kanpur nagar,1960237
Uttar Pradesh,2023,4,varanasi,1924417
Uttar Pradesh,2023,4,agra,1757237
Uttar Pradesh,2023,4,gorakhpur,1422116
Uttar Pradesh,2023,4,meerut,1317753
Uttar Pradesh,2023,4,bareilly,1207371
Uttar Pradesh,2024,1,gautam buddha nagar,3965080
Uttar Pradesh,2024,1,lucknow,3309599
Uttar Pradesh,2024,1,ghaziabad,3240845
Uttar Pradesh,2024,1,prayagraj,2163437
Uttar Pradesh,2024,1,kanpur nagar,2038863
Uttar Pradesh,2024,1,varanasi,2000419
Uttar Pradesh,2024,1,agra,1827812
Uttar Pradesh,2024,1,gorakhpur,1482201
Uttar Pradesh,2024,1,meerut,1369150
Uttar Pradesh,2024,1,bareilly,1256323
Uttar Pradesh,2024,2,gautam buddha nagar,4112477
